36.5,0.556,0,5.06
36,0.534,0,5.06
34.7,0.529,0,5.06
33.4,0.529,0,5.06
33.4,0.535,0,5.06
37.3,0.536,0,5.06
42.5,0.525,0,5.06
44,0.511,0,5.06
44.3,0.5,0.006,5.06
44.2,0.504,0.038,5.06
44.3,0.519,0.081,5.06
44,0.531,0.122,5.06
43.4,0.533,0.15,5.06
43.8,0.527,0.121,5.06
44.1,0.53,0.076,5.06
47.2,0.546,0.036,5.06
50.4,0.556,0.004,5.06
49,0.551,0,5.06
46.7,0.526,0,5.06
44.2,0.498,0,5.06
41.2,0.494,0,5.06
38,0.505,0,5.06
36,0.521,0,5.06
37.2,0.527,0,7.96
37.5,0.519,0,7.96
37.1,0.496,0,7.96
36,0.471,0,7.96
34.8,0.439,0,7.96
34.9,0.413,0,7.96
38.4,0.406,0,7.96
43.7,0.416,0,7.96
45,0.441,0,7.96
45.3,0.48,0.013,7.96
45.4,0.536,0.047,7.96
45.4,0.598,0.083,7.96
45.1,0.649,0.104,7.96
44.6,0.688,0.102,7.96
44.9,0.72,0.09,7.96
45,0.738,0.06,7.96
48.2,0.751,0.029,7.96
50.5,0.762,0.004,7.96
49,0.765,0,7.96
46.6,0.755,0,7.96
44.1,0.736,0,7.96
40.9,0.726,0,7.96
37.9,0.728,0,7.96
35.7,0.726,0,7.96
36.5,0.72,0,6.64
36.8,0.72,0,6.64
36.4,0.718,0,6.64
35.2,0.706,0,6.64
34,0.691,0,6.64
34,0.673,0,6.64
37.4,0.656,0,6.64
42.8,0.643,0,6.64
44.5,0.643,0,6.64
45,0.657,0.007,6.64
45,0.677,0.025,6.64
45.3,0.682,0.044,6.64
45.2,0.671,0.06,6.64
44.8,0.655,0.067,6.64
44.9,0.626,0.062,6.64
45,0.593,0.051,6.64
47.4,0.572,0.029,6.64
49.5,0.568,0.004,6.64
48.4,0.561,0,6.64
46.3,0.543,0,6.64
44.1,0.528,0,6.64
41,0.517,0,6.64
38.1,0.511,0,6.64
36.2,0.5,0,6.64
37.3,0.492,0,6.52
37.5,0.485,0,6.52
37.3,0.477,0,6.52
36.2,0.496,0,6.52
34.8,0.52,0,6.52
34.8,0.527,0,6.52
38.4,0.52,0,6.52
43.5,0.503,0,6.52
44.8,0.492,0,6.52
45.3,0.501,0.015,6.52
45.2,0.524,0.062,6.52
45.1,0.564,0.102,6.52
44.7,0.612,0.111,6.52
44.1,0.665,0.096,6.52
44.2,0.725,0.076,6.52
44.4,0.786,0.05,6.52
47.6,0.841,0.021,6.52
49.2,0.877,0.002,6.52
47.6,0.894,0,6.52
45.3,0.898,0,6.52
42.4,0.899,0,6.52
39.5,0.898,0,6.52
36.7,0.896,0,6.52
35.3,0.895,0,6.52
36.3,0.893,0,7.28
36.2,0.893,0,7.28
35.5,0.894,0,7.28
34.2,0.896,0,7.28
32.4,0.897,0,7.28
31.5,0.897,0,7.28
32.5,0.897,0,7.28
33.1,0.897,0,7.28
35,0.897,0,7.28
37.6,0.897,0.016,7.28
38.2,0.896,0.069,7.28
38.1,0.894,0.122,7.28
37.5,0.89,0.153,7.28
36.4,0.883,0.173,7.28
35.9,0.874,0.138,7.28
35.5,0.863,0.105,7.28
38.5,0.852,0.047,7.28
43.5,0.847,0.005,7.28
42.7,0.848,0,7.28
40.8,0.851,0,7.28
38.2,0.858,0,7.28
36,0.863,0,7.28
34.1,0.865,0,7.28
33.7,0.866,0,7.28
35.1,0.869,0,10.7
34.9,0.871,0,10.7
33.9,0.874,0,10.7
32.5,0.885,0,10.7
30.9,0.895,0,10.7
29.8,0.899,0,10.7
29.5,0.9,0,10.7
28.8,0.899,0,10.7
30.2,0.896,0,10.7
33.5,0.896,0.005,10.7
36.6,0.898,0.023,10.7
38.6,0.9,0.037,10.7
39.5,0.899,0.048,10.7
38.7,0.897,0.051,10.7
37.9,0.893,0.055,10.7
37.5,0.888,0.042,10.7
39.3,0.883,0.02,10.7
42.1,0.878,0.003,10.7
41.4,0.873,0,10.7
40.1,0.86,0,10.7
38.4,0.841,0,10.7
36.1,0.823,0,10.7
33.5,0.805,0,10.7
32.1,0.782,0,10.7
33.6,0.752,0.067,10.61
33.9,0.717,0,10.61
33.5,0.684,0,10.61
32.1,0.652,0,10.61
31,0.626,0,10.61
31.3,0.61,0,10.61
35.6,0.625,0,10.61
41.1,0.683,0,10.61
43.1,0.77,0,10.61
43.6,0.831,0.005,10.61
43.7,0.865,0.023,10.61
44.1,0.879,0.045,10.61
44.3,0.878,0.051,10.61
43.8,0.87,0.061,10.61
44,0.861,0.052,10.61
44,0.857,0.039,10.61
46.8,0.857,0.021,10.61
49.2,0.858,0.003,10.61
47.6,0.859,0,10.61
45.5,0.86,0,10.61
42.9,0.86,0,10.61
40.2,0.858,0,10.61
36.8,0.859,0,10.61
34.8,0.863,0,10.61
35.5,0.868,0,8.1
35.8,0.871,0,8.1
35.3,0.874,0,8.1
34.1,0.875,0,8.1
32.8,0.875,0,8.1
33,0.874,0,8.1
36.8,0.871,0,8.1
42.2,0.864,0,8.1
43.1,0.849,0,8.1
43.2,0.826,0.014,8.1
43.1,0.8,0.062,8.1
43.1,0.78,0.122,8.1
43.1,0.771,0.153,8.1
42.8,0.775,0.158,8.1
42.8,0.801,0.132,8.1
43,0.841,0.097,8.1
46.2,0.867,0.045,8.1
49.7,0.871,0.006,8.1
48.1,0.868,0,8.1
45.8,0.868,0,8.1
43.4,0.863,0,8.1
40.4,0.852,0,8.1
37.1,0.833,0,8.1
34.9,0.809,0,8.1
35.7,0.786,0,9.43
36,0.768,0,9.43
35.5,0.752,0,9.43
34.3,0.729,0,9.43
32.9,0.708,0,9.43
33.1,0.711,0,9.43
36.9,0.737,0,9.43
43.3,0.778,0,9.43
45.3,0.826,0,9.43
45.8,0.852,0.003,9.43
45.8,0.867,0.016,9.43
45.9,0.871,0.034,9.43
45.7,0.869,0.067,9.43
45.4,0.865,0.081,9.43
45.3,0.855,0.076,9.43
44.5,0.843,0.047,9.43
47.3,0.824,0.021,9.43
49.7,0.803,0.004,9.43
48.2,0.794,0,9.43
46,0.787,0,9.43
43.8,0.777,0,9.43
40.7,0.774,0,9.43
37.4,0.776,0,9.43
35.2,0.78,0,9.43
35.7,0.779,0.093,9.52
36,0.762,0,9.52
35.5,0.73,0,9.52
34.3,0.685,0,9.52
32.9,0.646,0,9.52
33,0.642,0,9.52
36.9,0.702,0,9.52
42.2,0.793,0,9.52
43.7,0.855,0,9.52
44.1,0.88,0.008,9.52
44.2,0.884,0.035,9.52
44.5,0.865,0.071,9.52
44.4,0.834,0.086,9.52
44.2,0.797,0.094,9.52
44.3,0.759,0.088,9.52
44.2,0.723,0.07,9.52
46.5,0.686,0.038,9.52
49.7,0.648,0.006,9.52
48.5,0.612,0,9.52
46.3,0.583,0,9.52
43.9,0.565,0,9.52
40.9,0.553,0,9.52
38.1,0.551,0,9.52
36.2,0.563,0,9.52
36.9,0.569,0,7.28
37.3,0.569,0,7.28
37.2,0.564,0,7.28
36.1,0.55,0,7.28
34.6,0.502,0,7.28
34.7,0.44,0,7.28
38.2,0.392,0,7.28
43.9,0.371,0,7.28
45.5,0.376,0.001,7.28
46,0.406,0.008,7.28
46.3,0.474,0.028,7.28
46.8,0.572,0.036,7.28
46.7,0.678,0.04,7.28
46.4,0.774,0.036,7.28
46.1,0.848,0.027,7.28
45.2,0.89,0.019,7.28
47.3,0.896,0.011,7.28
48.9,0.896,0.003,7.28
47.2,0.888,0,7.28
44.7,0.874,0,7.28
41.9,0.87,0,7.28
38.9,0.868,0,7.28
36.3,0.86,0,7.28
35.1,0.85,0,7.28
36,0.845,0,8.66
35.9,0.842,0,8.66
35.2,0.829,0,8.66
33.8,0.818,0,8.66
32.2,0.811,0,8.66
31.3,0.806,0,8.66
32.3,0.801,0,8.66
32.6,0.794,0,8.66
35,0.786,0,8.66
38.1,0.778,0.005,8.66
39.6,0.768,0.019,8.66
40.1,0.753,0.029,8.66
39.5,0.739,0.037,8.66
38.5,0.728,0.047,8.66
37.6,0.724,0.05,8.66
36.9,0.712,0.058,8.66
38.6,0.7,0.034,8.66
42.9,0.688,0.006,8.66
42,0.682,0,8.66
40.1,0.674,0,8.66
37.5,0.655,0,8.66
35.4,0.625,0,8.66
33.8,0.598,0,8.66
33.4,0.58,0,8.66
34.6,0.569,0,9.92
34.4,0.569,0,9.92
33.5,0.571,0,9.92
32.1,0.574,0,9.92
30.2,0.561,0,9.92
29.4,0.558,0,9.92
29.4,0.548,0,9.92
28.2,0.516,0,9.92
29.5,0.46,0,9.92
32.8,0.418,0.008,9.92
35.7,0.388,0.03,9.92
37.3,0.382,0.051,9.92
38.3,0.405,0.058,9.92
37.9,0.442,0.05,9.92
37.4,0.495,0.04,9.92
37.3,0.576,0.028,9.92
38.9,0.668,0.017,9.92
41.7,0.76,0.004,9.92
41.1,0.836,0,9.92
39.9,0.882,0,9.92
38.2,0.897,0,9.92
35.9,0.9,0,9.92
33.5,0.9,0,9.92
32.1,0.9,0,9.92
33.2,0.9,0,9.88
33.5,0.9,0,9.88
33.3,0.9,0,9.88
32.1,0.9,0,9.88
31.2,0.9,0,9.88
31.8,0.9,0,9.88
35.7,0.9,0,9.88
40.8,0.9,0,9.88
42.1,0.885,0,9.88
43,0.864,0.021,9.88
43.4,0.839,0.068,9.88
43.5,0.854,0.134,9.88
43.4,0.9,0.183,9.88
43.1,0.9,0.183,9.88
43,0.9,0.148,9.88
42.7,0.9,0.11,9.88
44.9,0.899,0.058,9.88
48.4,0.895,0.012,9.88
47.1,0.884,0,9.88
45.2,0.872,0,9.88
42.8,0.858,0,9.88
40.1,0.846,0,9.88
36.8,0.834,0,9.88
34.9,0.82,0,9.88
35.4,0.801,0,10.06
35.9,0.78,0,10.06
35.4,0.756,0,10.06
34.3,0.712,0,10.06
33,0.666,0,10.06
33.1,0.629,0,10.06
36.7,0.592,0,10.06
41.3,0.573,0,10.06
42.2,0.579,0,10.06
42.8,0.606,0.026,10.06
43,0.644,0.066,10.06
43.3,0.688,0.088,10.06
43.4,0.744,0.102,10.06
42.9,0.794,0.108,10.06
42.7,0.821,0.106,10.06
42.7,0.839,0.089,10.06
45,0.826,0.042,10.06
48.5,0.795,0.01,10.06
47.4,0.775,0,10.06
45.2,0.772,0,10.06
42.9,0.778,0,10.06
39.8,0.779,0,10.06
36.8,0.78,0,10.06
34.5,0.779,0,10.06
35.4,0.769,0,9.24
35.6,0.751,0,9.24
35,0.719,0,9.24
34.1,0.716,0,9.24
32.8,0.738,0,9.24
32.8,0.763,0,9.24
36.4,0.798,0,9.24
41.5,0.84,0,9.24
43.1,0.867,0,9.24
43.5,0.864,0.006,9.24
43.5,0.851,0.024,9.24
43.7,0.832,0.052,9.24
43.6,0.822,0.074,9.24
43.1,0.82,0.087,9.24
43.2,0.822,0.082,9.24
43.4,0.832,0.055,9.24
45.8,0.835,0.033,9.24
48.4,0.83,0.01,9.24
47.2,0.818,0,9.24
45.1,0.803,0,9.24
42.7,0.782,0,9.24
39.7,0.747,0,9.24
36.7,0.714,0,9.24
34.9,0.692,0,9.24
35.9,0.674,0,8.03
35.9,0.658,0,8.03
35.4,0.658,0,8.03
34.4,0.709,0,8.03
33.2,0.761,0,8.03
33.5,0.791,0,8.03
37.1,0.801,0,8.03
41.8,0.806,0,8.03
42.5,0.806,0.001,8.03
43,0.803,0.032,8.03
43.2,0.79,0.076,8.03
43.5,0.778,0.097,8.03
43.8,0.789,0.093,8.03
43.7,0.813,0.083,8.03
43.9,0.838,0.066,8.03
44.4,0.871,0.049,8.03
47.1,0.886,0.02,8.03
49.5,0.878,0.004,8.03
48.2,0.853,0,8.03
45.8,0.817,0,8.03
43.4,0.799,0,8.03
40.2,0.806,0,8.03
37.1,0.829,0,8.03
35.1,0.837,0,8.03
35.9,0.83,0,11.7
36.3,0.819,0,11.7
35.8,0.809,0,11.7
34.7,0.806,0,11.7
33.4,0.818,0,11.7
33.5,0.852,0,11.7
36.7,0.887,0,11.7
41.8,0.899,0,11.7
43.4,0.9,0,11.7
44,0.9,0.007,11.7
44.3,0.9,0.025,11.7
44.5,0.9,0.034,11.7
44.3,0.9,0.043,11.7
43.6,0.9,0.046,11.7
43.3,0.9,0.053,11.7
43,0.9,0.04,11.7
44.8,0.9,0.022,11.7
47.3,0.9,0.006,11.7
46.2,0.9,0,11.7
43.7,0.9,0,11.7
40.6,0.9,0,11.7
38,0.9,0,11.7
35.4,0.9,0,11.7
33.9,0.9,0,11.7
34.5,0.9,0.018,10.66
34.6,0.9,0,10.66
33.5,0.9,0,10.66
32.5,0.9,0,10.66
30.9,0.9,0,10.66
30.3,0.9,0,10.66
31.1,0.9,0,10.66
31.4,0.9,0,10.66
33.6,0.9,0.001,10.66
36.2,0.9,0.018,10.66
37.1,0.9,0.045,10.66
37.1,0.9,0.07,10.66
36.7,0.9,0.088,10.66
35.8,0.9,0.09,10.66
35.5,0.9,0.074,10.66
35.4,0.899,0.057,10.66
37.4,0.898,0.029,10.66
41.6,0.897,0.008,10.66
41.1,0.896,0.001,10.66
39.3,0.896,0.001,10.66
36.7,0.895,0,10.66
34.2,0.889,0,10.66
32.7,0.872,0,10.66
31.8,0.854,0,10.66
33,0.842,0,7.71
32.7,0.832,0,7.71
31.7,0.816,0,7.71
30.7,0.786,0,7.71
29.2,0.762,0,7.71
28.4,0.771,0,7.71
28.7,0.793,0,7.71
28,0.799,0,7.71
28.8,0.774,0.001,7.71
31.8,0.744,0.012,7.71
34.5,0.729,0.041,7.71
36.1,0.725,0.072,7.71
36.8,0.72,0.083,7.71
36,0.715,0.089,7.71
35.3,0.712,0.088,7.71
35.2,0.701,0.07,7.71
37.2,0.684,0.041,7.71
41,0.667,0.009,7.71
40.9,0.655,0,7.71
39.5,0.66,0,7.71
38.3,0.655,0,7.71
35.9,0.653,0,7.71
33.3,0.664,0,7.71
31.7,0.69,0,7.71
32.8,0.717,0,8.78
33.3,0.738,0,8.78
32.9,0.756,0,8.78
32.1,0.763,0,8.78
30.9,0.764,0,8.78
31.3,0.77,0,8.78
35.8,0.778,0,8.78
40.9,0.788,0,8.78
42.6,0.797,0.001,8.78
43.9,0.798,0.017,8.78
44.6,0.821,0.034,8.78
45.2,0.856,0.04,8.78
45.6,0.874,0.048,8.78
45.8,0.878,0.042,8.78
45.8,0.883,0.034,8.78
45.7,0.893,0.029,8.78
47.5,0.899,0.017,8.78
49.7,0.899,0.005,8.78
48.3,0.897,0,8.78
45.8,0.892,0,8.78
43.2,0.888,0,8.78
40.2,0.882,0,8.78
36.8,0.879,0,8.78
34.6,0.875,0,8.78
35.4,0.877,0.018,7.78
35.6,0.886,0,7.78
34.9,0.894,0,7.78
34,0.894,0,7.78
32.7,0.891,0,7.78
33.1,0.886,0,7.78
36.6,0.883,0,7.78
41.2,0.879,0,7.78
42.1,0.871,0.001,7.78
42.7,0.852,0.021,7.78
42.5,0.824,0.075,7.78
42.6,0.791,0.133,7.78
42.5,0.756,0.183,7.78
42.3,0.724,0.193,7.78
42.6,0.693,0.159,7.78
42.5,0.664,0.121,7.78
44,0.649,0.086,7.78
48,0.643,0.022,7.78
47.8,0.631,0,7.78
45.5,0.609,0,7.78
42.9,0.595,0,7.78
40,0.616,0,7.78
36.9,0.644,0,7.78
34.1,0.653,0,7.78
34.9,0.649,0,5.69
35.2,0.646,0,5.69
34.9,0.642,0,5.69
34.1,0.639,0,5.69
32.7,0.645,0,5.69
32.9,0.655,0,5.69
36.8,0.668,0,5.69
41.5,0.682,0,5.69
42.4,0.697,0.002,5.69
43.2,0.715,0.035,5.69
43.1,0.741,0.102,5.69
43.3,0.763,0.161,5.69
43.3,0.776,0.178,5.69
43.1,0.774,0.173,5.69
43.2,0.766,0.166,5.69
43.1,0.751,0.138,5.69
44.6,0.72,0.084,5.69
48.1,0.672,0.027,5.69
48.2,0.612,0,5.69
46.1,0.552,0,5.69
43.9,0.501,0,5.69
40.9,0.461,0,5.69
37.5,0.44,0,5.69
35.3,0.435,0,5.69
36.1,0.461,0,8.36
36.2,0.514,0,8.36
35.9,0.568,0,8.36
35.4,0.57,0,8.36
34.1,0.558,0,8.36
34.1,0.568,0,8.36
37.8,0.577,0,8.36
42.3,0.65,0,8.36
43.9,0.756,0.002,8.36
45.1,0.838,0.015,8.36
45.6,0.879,0.025,8.36
46,0.894,0.038,8.36
45.9,0.897,0.061,8.36
45.4,0.895,0.073,8.36
45.6,0.893,0.072,8.36
45.4,0.89,0.06,8.36
46.7,0.886,0.035,8.36
49.3,0.873,0.013,8.36
48.8,0.85,0.001,8.36
46.3,0.835,0,8.36
43.6,0.834,0,8.36
40.5,0.829,0,8.36
37.2,0.813,0,8.36
34.9,0.796,0,8.36
35.9,0.778,0,10.78
36,0.761,0,10.78
35.6,0.752,0,10.78
34.5,0.75,0,10.78
33.3,0.749,0,10.78
33.4,0.747,0,10.78
36.8,0.742,0,10.78
41.1,0.727,0,10.78
42.5,0.698,0.001,10.78
43.1,0.676,0.015,10.78
43.3,0.675,0.037,10.78
43.4,0.695,0.054,10.78
43.1,0.733,0.07,10.78
42.5,0.788,0.073,10.78
42.4,0.843,0.064,10.78
41.8,0.86,0.056,10.78
42.9,0.851,0.041,10.78
46.1,0.839,0.017,10.78
45.8,0.835,0,10.78
43.4,0.831,0,10.78
40.3,0.832,0,10.78
37.4,0.843,0,10.78
35.1,0.855,0,10.78
33.4,0.881,0,10.78
34.3,0.89,0,8.29
34.2,0.887,0,8.29
33.2,0.88,0,8.29
31.9,0.875,0,8.29
30.5,0.873,0,8.29
29.8,0.878,0,8.29
30.7,0.884,0,8.29
31.3,0.887,0,8.29
33.5,0.888,0.001,8.29
35.9,0.888,0.025,8.29
36.6,0.887,0.075,8.29
36.4,0.886,0.132,8.29
35.8,0.884,0.168,8.29
34.6,0.88,0.182,8.29
34.2,0.872,0.197,8.29
33.7,0.86,0.157,8.29
35.2,0.844,0.08,8.29
40.3,0.827,0.025,8.29
41.3,0.812,0.001,8.29
